'Time and date','ECG '
'[05:05:22.423 01/05/2000]',0.372
'[05:05:22.427 01/05/2000]',0.431
'[05:05:22.430 01/05/2000]',0.464
'[05:05:22.433 01/05/2000]',0.463
'[05:05:22.437 01/05/2000]',0.422
'[05:05:22.440 01/05/2000]',0.329
'[05:05:22.443 01/05/2000]',0.207
'[05:05:22.447 01/05/2000]',0.075
'[05:05:22.450 01/05/2000]',-0.046
'[05:05:22.453 01/05/2000]',-0.149
'[05:05:22.457 01/05/2000]',-0.233
'[05:05:22.460 01/05/2000]',-0.300
'[05:05:22.463 01/05/2000]',-0.345
'[05:05:22.467 01/05/2000]',-0.365
'[05:05:22.470 01/05/2000]',-0.374
'[05:05:22.473 01/05/2000]',-0.379
'[05:05:22.477 01/05/2000]',-0.382
'[05:05:22.480 01/05/2000]',-0.386
'[05:05:22.483 01/05/2000]',-0.391
'[05:05:22.487 01/05/2000]',-0.397
'[05:05:22.490 01/05/2000]',-0.403
'[05:05:22.493 01/05/2000]',-0.413
'[05:05:22.497 01/05/2000]',-0.426
'[05:05:22.500 01/05/2000]',-0.427
'[05:05:22.503 01/05/2000]',-0.415
'[05:05:22.507 01/05/2000]',-0.404
'[05:05:22.510 01/05/2000]',-0.393
'[05:05:22.513 01/05/2000]',-0.383
'[05:05:22.517 01/05/2000]',-0.374
'[05:05:22.520 01/05/2000]',-0.369
'[05:05:22.523 01/05/2000]',-0.366
'[05:05:22.527 01/05/2000]',-0.364
'[05:05:22.530 01/05/2000]',-0.361
'[05:05:22.533 01/05/2000]',-0.357
'[05:05:22.537 01/05/2000]',-0.353
'[05:05:22.540 01/05/2000]',-0.350
'[05:05:22.543 01/05/2000]',-0.346
'[05:05:22.547 01/05/2000]',-0.340
'[05:05:22.550 01/05/2000]',-0.329
'[05:05:22.553 01/05/2000]',-0.306
'[05:05:22.557 01/05/2000]',-0.290
'[05:05:22.560 01/05/2000]',-0.281
'[05:05:22.563 01/05/2000]',-0.272
'[05:05:22.567 01/05/2000]',-0.263
'[05:05:22.570 01/05/2000]',-0.236
'[05:05:22.573 01/05/2000]',-0.202
'[05:05:22.577 01/05/2000]',-0.166
'[05:05:22.580 01/05/2000]',-0.142
'[05:05:22.583 01/05/2000]',-0.116
'[05:05:22.587 01/05/2000]',-0.088
'[05:05:22.590 01/05/2000]',-0.039
'[05:05:22.593 01/05/2000]',0.022
'[05:05:22.597 01/05/2000]',0.084
'[05:05:22.600 01/05/2000]',0.134
'[05:05:22.603 01/05/2000]',0.172
'[05:05:22.607 01/05/2000]',0.208
'[05:05:22.610 01/05/2000]',0.230
'[05:05:22.613 01/05/2000]',0.267
'[05:05:22.617 01/05/2000]',0.301
'[05:05:22.620 01/05/2000]',0.322
'[05:05:22.623 01/05/2000]',0.344
'[05:05:22.627 01/05/2000]',0.365
'[05:05:22.630 01/05/2000]',0.396
'[05:05:22.633 01/05/2000]',0.436
'[05:05:22.637 01/05/2000]',0.481
'[05:05:22.640 01/05/2000]',0.520
'[05:05:22.643 01/05/2000]',0.556
'[05:05:22.647 01/05/2000]',0.581
'[05:05:22.650 01/05/2000]',0.606
'[05:05:22.653 01/05/2000]',0.621
'[05:05:22.657 01/05/2000]',0.623
'[05:05:22.660 01/05/2000]',0.625
'[05:05:22.663 01/05/2000]',0.626
'[05:05:22.667 01/05/2000]',0.627
'[05:05:22.670 01/05/2000]',0.622
'[05:05:22.673 01/05/2000]',0.613
'[05:05:22.677 01/05/2000]',0.602
'[05:05:22.680 01/05/2000]',0.589
'[05:05:22.683 01/05/2000]',0.576
'[05:05:22.687 01/05/2000]',0.566
'[05:05:22.690 01/05/2000]',0.559
'[05:05:22.693 01/05/2000]',0.552
'[05:05:22.697 01/05/2000]',0.543
'[05:05:22.700 01/05/2000]',0.534
'[05:05:22.703 01/05/2000]',0.528
'[05:05:22.707 01/05/2000]',0.523
'[05:05:22.710 01/05/2000]',0.519
'[05:05:22.713 01/05/2000]',0.516
'[05:05:22.717 01/05/2000]',0.512
'[05:05:22.720 01/05/2000]',0.508
'[05:05:22.723 01/05/2000]',0.504
'[05:05:22.727 01/05/2000]',0.499
'[05:05:22.730 01/05/2000]',0.495
'[05:05:22.733 01/05/2000]',0.489
'[05:05:22.737 01/05/2000]',0.483
'[05:05:22.740 01/05/2000]',0.477
'[05:05:22.743 01/05/2000]',0.469
'[05:05:22.747 01/05/2000]',0.463
'[05:05:22.750 01/05/2000]',0.457
'[05:05:22.753 01/05/2000]',0.451
'[05:05:22.757 01/05/2000]',0.444
'[05:05:22.760 01/05/2000]',0.434
'[05:05:22.763 01/05/2000]',0.418
'[05:05:22.767 01/05/2000]',0.403
'[05:05:22.770 01/05/2000]',0.389
'[05:05:22.773 01/05/2000]',0.374
'[05:05:22.777 01/05/2000]',0.358
'[05:05:22.780 01/05/2000]',0.341
'[05:05:22.783 01/05/2000]',0.325
'[05:05:22.787 01/05/2000]',0.319
'[05:05:22.790 01/05/2000]',0.316
'[05:05:22.793 01/05/2000]',0.314
'[05:05:22.797 01/05/2000]',0.313
'[05:05:22.800 01/05/2000]',0.311
'[05:05:22.803 01/05/2000]',0.309
'[05:05:22.807 01/05/2000]',0.305
'[05:05:22.810 01/05/2000]',0.301
'[05:05:22.813 01/05/2000]',0.296
'[05:05:22.817 01/05/2000]',0.290
'[05:05:22.820 01/05/2000]',0.280
'[05:05:22.823 01/05/2000]',0.262
'[05:05:22.827 01/05/2000]',0.245
'[05:05:22.830 01/05/2000]',0.228
'[05:05:22.833 01/05/2000]',0.211
'[05:05:22.837 01/05/2000]',0.195
'[05:05:22.840 01/05/2000]',0.185
'[05:05:22.843 01/05/2000]',0.178
'[05:05:22.847 01/05/2000]',0.171
'[05:05:22.850 01/05/2000]',0.164
'[05:05:22.853 01/05/2000]',0.156
'[05:05:22.857 01/05/2000]',0.148
'[05:05:22.860 01/05/2000]',0.141
'[05:05:22.863 01/05/2000]',0.132
'[05:05:22.867 01/05/2000]',0.123
'[05:05:22.870 01/05/2000]',0.113
'[05:05:22.873 01/05/2000]',0.104
'[05:05:22.877 01/05/2000]',0.097
'[05:05:22.880 01/05/2000]',0.089
'[05:05:22.883 01/05/2000]',0.082
'[05:05:22.887 01/05/2000]',0.073
'[05:05:22.890 01/05/2000]',0.063
'[05:05:22.893 01/05/2000]',0.049
'[05:05:22.897 01/05/2000]',0.035
'[05:05:22.900 01/05/2000]',0.025
'[05:05:22.903 01/05/2000]',0.017
'[05:05:22.907 01/05/2000]',0.009
'[05:05:22.910 01/05/2000]',0.003
'[05:05:22.913 01/05/2000]',0.000
'[05:05:22.917 01/05/2000]',-0.003
'[05:05:22.920 01/05/2000]',-0.005
'[05:05:22.923 01/05/2000]',-0.007
'[05:05:22.927 01/05/2000]',-0.008
'[05:05:22.930 01/05/2000]',-0.010
'[05:05:22.933 01/05/2000]',-0.012
'[05:05:22.937 01/05/2000]',-0.014
'[05:05:22.940 01/05/2000]',-0.016
'[05:05:22.943 01/05/2000]',-0.018
'[05:05:22.947 01/05/2000]',-0.019
'[05:05:22.950 01/05/2000]',-0.021
'[05:05:22.953 01/05/2000]',-0.023
'[05:05:22.957 01/05/2000]',-0.025
'[05:05:22.960 01/05/2000]',-0.027
'[05:05:22.963 01/05/2000]',-0.030
'[05:05:22.967 01/05/2000]',-0.032
'[05:05:22.970 01/05/2000]',-0.034
'[05:05:22.973 01/05/2000]',-0.036
'[05:05:22.977 01/05/2000]',-0.038
'[05:05:22.980 01/05/2000]',-0.039
'[05:05:22.983 01/05/2000]',-0.041
'[05:05:22.987 01/05/2000]',-0.041
'[05:05:22.990 01/05/2000]',-0.042
'[05:05:22.993 01/05/2000]',-0.044
'[05:05:22.997 01/05/2000]',-0.045
'[05:05:23.000 01/05/2000]',-0.046
'[05:05:23.003 01/05/2000]',-0.047
'[05:05:23.007 01/05/2000]',-0.048
'[05:05:23.010 01/05/2000]',-0.049
'[05:05:23.013 01/05/2000]',-0.051
'[05:05:23.017 01/05/2000]',-0.053
'[05:05:23.020 01/05/2000]',-0.055
'[05:05:23.023 01/05/2000]',-0.056
'[05:05:23.027 01/05/2000]',-0.057
'[05:05:23.030 01/05/2000]',-0.058
'[05:05:23.033 01/05/2000]',-0.059
'[05:05:23.037 01/05/2000]',-0.061
'[05:05:23.040 01/05/2000]',-0.063
'[05:05:23.043 01/05/2000]',-0.064
'[05:05:23.047 01/05/2000]',-0.066
'[05:05:23.050 01/05/2000]',-0.068
'[05:05:23.053 01/05/2000]',-0.071
'[05:05:23.057 01/05/2000]',-0.075
'[05:05:23.060 01/05/2000]',-0.080
'[05:05:23.063 01/05/2000]',-0.083
'[05:05:23.067 01/05/2000]',-0.084
'[05:05:23.070 01/05/2000]',-0.082
'[05:05:23.073 01/05/2000]',-0.079
'[05:05:23.077 01/05/2000]',-0.075
'[05:05:23.080 01/05/2000]',-0.070
'[05:05:23.083 01/05/2000]',-0.066
'[05:05:23.087 01/05/2000]',-0.061
'[05:05:23.090 01/05/2000]',-0.057
'[05:05:23.093 01/05/2000]',-0.051
'[05:05:23.097 01/05/2000]',-0.046
'[05:05:23.100 01/05/2000]',-0.040
'[05:05:23.103 01/05/2000]',-0.034
'[05:05:23.107 01/05/2000]',-0.027
'[05:05:23.110 01/05/2000]',-0.020
'[05:05:23.113 01/05/2000]',-0.012
'[05:05:23.117 01/05/2000]',-0.001
'[05:05:23.120 01/05/2000]',0.007
'[05:05:23.123 01/05/2000]',0.007
'[05:05:23.127 01/05/2000]',0.001
'[05:05:23.130 01/05/2000]',-0.007
'[05:05:23.133 01/05/2000]',-0.019
'[05:05:23.137 01/05/2000]',-0.035
'[05:05:23.140 01/05/2000]',-0.047
'[05:05:23.143 01/05/2000]',-0.064
'[05:05:23.147 01/05/2000]',-0.085
'[05:05:23.150 01/05/2000]',-0.096
'[05:05:23.153 01/05/2000]',-0.101
'[05:05:23.157 01/05/2000]',-0.107
'[05:05:23.160 01/05/2000]',-0.110
'[05:05:23.163 01/05/2000]',-0.113
'[05:05:23.167 01/05/2000]',-0.115
'[05:05:23.170 01/05/2000]',-0.116
'[05:05:23.173 01/05/2000]',-0.116
'[05:05:23.177 01/05/2000]',-0.116
'[05:05:23.180 01/05/2000]',-0.115
'[05:05:23.183 01/05/2000]',-0.113
'[05:05:23.187 01/05/2000]',-0.110
'[05:05:23.190 01/05/2000]',-0.106
'[05:05:23.193 01/05/2000]',-0.099
'[05:05:23.197 01/05/2000]',-0.091
'[05:05:23.200 01/05/2000]',-0.061
'[05:05:23.203 01/05/2000]',-0.007
'[05:05:23.207 01/05/2000]',0.062
'[05:05:23.210 01/05/2000]',0.144
'[05:05:23.213 01/05/2000]',0.237
'[05:05:23.217 01/05/2000]',0.341
'[05:05:23.220 01/05/2000]',0.450
'[05:05:23.223 01/05/2000]',0.555
'[05:05:23.227 01/05/2000]',0.640
'[05:05:23.230 01/05/2000]',0.679
'[05:05:23.233 01/05/2000]',0.693
'[05:05:23.237 01/05/2000]',0.671
'[05:05:23.240 01/05/2000]',0.604
'[05:05:23.243 01/05/2000]',0.481
'[05:05:23.247 01/05/2000]',0.320
'[05:05:23.250 01/05/2000]',0.147
'[05:05:23.253 01/05/2000]',-0.012
'[05:05:23.257 01/05/2000]',-0.132
'[05:05:23.260 01/05/2000]',-0.205
'[05:05:23.263 01/05/2000]',-0.231
'[05:05:23.267 01/05/2000]',-0.240
'[05:05:23.270 01/05/2000]',-0.249
'[05:05:23.273 01/05/2000]',-0.248
'[05:05:23.277 01/05/2000]',-0.234
'[05:05:23.280 01/05/2000]',-0.210
'[05:05:23.283 01/05/2000]',-0.184
'[05:05:23.287 01/05/2000]',-0.173
'[05:05:23.290 01/05/2000]',-0.168
'[05:05:23.293 01/05/2000]',-0.164
'[05:05:23.297 01/05/2000]',-0.161
'[05:05:23.300 01/05/2000]',-0.159
'[05:05:23.303 01/05/2000]',-0.156
'[05:05:23.307 01/05/2000]',-0.153
'[05:05:23.310 01/05/2000]',-0.151
'[05:05:23.313 01/05/2000]',-0.149
'[05:05:23.317 01/05/2000]',-0.147
'[05:05:23.320 01/05/2000]',-0.145
'[05:05:23.323 01/05/2000]',-0.144
'[05:05:23.327 01/05/2000]',-0.143
'[05:05:23.330 01/05/2000]',-0.144
'[05:05:23.333 01/05/2000]',-0.144
'[05:05:23.337 01/05/2000]',-0.144
'[05:05:23.340 01/05/2000]',-0.144
'[05:05:23.343 01/05/2000]',-0.142
'[05:05:23.347 01/05/2000]',-0.140
'[05:05:23.350 01/05/2000]',-0.138
'[05:05:23.353 01/05/2000]',-0.136
'[05:05:23.357 01/05/2000]',-0.134
'[05:05:23.360 01/05/2000]',-0.133
'[05:05:23.363 01/05/2000]',-0.131
'[05:05:23.367 01/05/2000]',-0.129
'[05:05:23.370 01/05/2000]',-0.127
'[05:05:23.373 01/05/2000]',-0.124
'[05:05:23.377 01/05/2000]',-0.121
'[05:05:23.380 01/05/2000]',-0.118
'[05:05:23.383 01/05/2000]',-0.115
'[05:05:23.387 01/05/2000]',-0.111
'[05:05:23.390 01/05/2000]',-0.107
'[05:05:23.393 01/05/2000]',-0.101
'[05:05:23.397 01/05/2000]',-0.095
'[05:05:23.400 01/05/2000]',-0.088
'[05:05:23.403 01/05/2000]',-0.082
'[05:05:23.407 01/05/2000]',-0.077
'[05:05:23.410 01/05/2000]',-0.073
'[05:05:23.413 01/05/2000]',-0.068
'[05:05:23.417 01/05/2000]',-0.061
'[05:05:23.420 01/05/2000]',-0.047
'[05:05:23.423 01/05/2000]',-0.019
'[05:05:23.427 01/05/2000]',0.000
'[05:05:23.430 01/05/2000]',0.009
'[05:05:23.433 01/05/2000]',0.018
'[05:05:23.437 01/05/2000]',0.028
'[05:05:23.440 01/05/2000]',0.038
'[05:05:23.443 01/05/2000]',0.048
'[05:05:23.447 01/05/2000]',0.054
'[05:05:23.450 01/05/2000]',0.061
'[05:05:23.453 01/05/2000]',0.067
'[05:05:23.457 01/05/2000]',0.073
'[05:05:23.460 01/05/2000]',0.077
'[05:05:23.463 01/05/2000]',0.078
'[05:05:23.467 01/05/2000]',0.077
'[05:05:23.470 01/05/2000]',0.073
'[05:05:23.473 01/05/2000]',0.067
'[05:05:23.477 01/05/2000]',0.061
'[05:05:23.480 01/05/2000]',0.055
'[05:05:23.483 01/05/2000]',0.049
'[05:05:23.487 01/05/2000]',0.042
'[05:05:23.490 01/05/2000]',0.033
'[05:05:23.493 01/05/2000]',0.026
'[05:05:23.497 01/05/2000]',0.020
'[05:05:23.500 01/05/2000]',0.014
'[05:05:23.503 01/05/2000]',0.010
'[05:05:23.507 01/05/2000]',0.005
'[05:05:23.510 01/05/2000]',0.001
'[05:05:23.513 01/05/2000]',-0.002
'[05:05:23.517 01/05/2000]',-0.006
'[05:05:23.520 01/05/2000]',-0.010
'[05:05:23.523 01/05/2000]',-0.014
'[05:05:23.527 01/05/2000]',-0.017
'[05:05:23.530 01/05/2000]',-0.020
'[05:05:23.533 01/05/2000]',-0.022
'[05:05:23.537 01/05/2000]',-0.026
'[05:05:23.540 01/05/2000]',-0.031
'[05:05:23.543 01/05/2000]',-0.037
'[05:05:23.547 01/05/2000]',-0.042
'[05:05:23.550 01/05/2000]',-0.044
'[05:05:23.553 01/05/2000]',-0.044
'[05:05:23.557 01/05/2000]',-0.042
'[05:05:23.560 01/05/2000]',-0.039
'[05:05:23.563 01/05/2000]',-0.035
'[05:05:23.567 01/05/2000]',-0.031
'[05:05:23.570 01/05/2000]',-0.024
'[05:05:23.573 01/05/2000]',-0.018
'[05:05:23.577 01/05/2000]',-0.016
'[05:05:23.580 01/05/2000]',-0.018
'[05:05:23.583 01/05/2000]',-0.022
'[05:05:23.587 01/05/2000]',-0.023
'[05:05:23.590 01/05/2000]',-0.025
'[05:05:23.593 01/05/2000]',-0.026
'[05:05:23.597 01/05/2000]',-0.027
'[05:05:23.600 01/05/2000]',-0.029
'[05:05:23.603 01/05/2000]',-0.030
'[05:05:23.607 01/05/2000]',-0.033
'[05:05:23.610 01/05/2000]',-0.034
'[05:05:23.613 01/05/2000]',-0.035
'[05:05:23.617 01/05/2000]',-0.034
'[05:05:23.620 01/05/2000]',-0.033
'[05:05:23.623 01/05/2000]',-0.031
'[05:05:23.627 01/05/2000]',-0.029
'[05:05:23.630 01/05/2000]',-0.027
'[05:05:23.633 01/05/2000]',-0.026
'[05:05:23.637 01/05/2000]',-0.025
'[05:05:23.640 01/05/2000]',-0.024
'[05:05:23.643 01/05/2000]',-0.024
'[05:05:23.647 01/05/2000]',-0.024
'[05:05:23.650 01/05/2000]',-0.025
'[05:05:23.653 01/05/2000]',-0.026
'[05:05:23.657 01/05/2000]',-0.026
'[05:05:23.660 01/05/2000]',-0.027
'[05:05:23.663 01/05/2000]',-0.027
'[05:05:23.667 01/05/2000]',-0.026
'[05:05:23.670 01/05/2000]',-0.025
'[05:05:23.673 01/05/2000]',-0.024
'[05:05:23.677 01/05/2000]',-0.022
'[05:05:23.680 01/05/2000]',-0.021
'[05:05:23.683 01/05/2000]',-0.020
'[05:05:23.687 01/05/2000]',-0.021
'[05:05:23.690 01/05/2000]',-0.022
'[05:05:23.693 01/05/2000]',-0.024
'[05:05:23.697 01/05/2000]',-0.026
'[05:05:23.700 01/05/2000]',-0.029
'[05:05:23.703 01/05/2000]',-0.030
'[05:05:23.707 01/05/2000]',-0.030
'[05:05:23.710 01/05/2000]',-0.029
'[05:05:23.713 01/05/2000]',-0.029
'[05:05:23.717 01/05/2000]',-0.029
'[05:05:23.720 01/05/2000]',-0.028
'[05:05:23.723 01/05/2000]',-0.027
'[05:05:23.727 01/05/2000]',-0.025
'[05:05:23.730 01/05/2000]',-0.023
'[05:05:23.733 01/05/2000]',-0.022
'[05:05:23.737 01/05/2000]',-0.021
'[05:05:23.740 01/05/2000]',-0.021
'[05:05:23.743 01/05/2000]',-0.021
'[05:05:23.747 01/05/2000]',-0.022
'[05:05:23.750 01/05/2000]',-0.022
'[05:05:23.753 01/05/2000]',-0.022
'[05:05:23.757 01/05/2000]',-0.022
'[05:05:23.760 01/05/2000]',-0.022
'[05:05:23.763 01/05/2000]',-0.021
'[05:05:23.767 01/05/2000]',-0.019
'[05:05:23.770 01/05/2000]',-0.018
'[05:05:23.773 01/05/2000]',-0.016
'[05:05:23.777 01/05/2000]',-0.015
'[05:05:23.780 01/05/2000]',-0.015
'[05:05:23.783 01/05/2000]',-0.015
'[05:05:23.787 01/05/2000]',-0.016
'[05:05:23.790 01/05/2000]',-0.017
'[05:05:23.793 01/05/2000]',-0.018
'[05:05:23.797 01/05/2000]',-0.020
'[05:05:23.800 01/05/2000]',-0.022
'[05:05:23.803 01/05/2000]',-0.025
'[05:05:23.807 01/05/2000]',-0.028
'[05:05:23.810 01/05/2000]',-0.030
'[05:05:23.813 01/05/2000]',-0.032
'[05:05:23.817 01/05/2000]',-0.033
'[05:05:23.820 01/05/2000]',-0.035
'[05:05:23.823 01/05/2000]',-0.037
'[05:05:23.827 01/05/2000]',-0.039
'[05:05:23.830 01/05/2000]',-0.041
'[05:05:23.833 01/05/2000]',-0.043
'[05:05:23.837 01/05/2000]',-0.044
'[05:05:23.840 01/05/2000]',-0.045
'[05:05:23.843 01/05/2000]',-0.047
'[05:05:23.847 01/05/2000]',-0.049
'[05:05:23.850 01/05/2000]',-0.051
'[05:05:23.853 01/05/2000]',-0.053
'[05:05:23.857 01/05/2000]',-0.054
'[05:05:23.860 01/05/2000]',-0.055
'[05:05:23.863 01/05/2000]',-0.054
'[05:05:23.867 01/05/2000]',-0.053
'[05:05:23.870 01/05/2000]',-0.052
'[05:05:23.873 01/05/2000]',-0.051
'[05:05:23.877 01/05/2000]',-0.049
'[05:05:23.880 01/05/2000]',-0.047
'[05:05:23.883 01/05/2000]',-0.043
'[05:05:23.887 01/05/2000]',-0.039
'[05:05:23.890 01/05/2000]',-0.035
'[05:05:23.893 01/05/2000]',-0.030
'[05:05:23.897 01/05/2000]',-0.027
'[05:05:23.900 01/05/2000]',-0.023
'[05:05:23.903 01/05/2000]',-0.017
'[05:05:23.907 01/05/2000]',-0.011
'[05:05:23.910 01/05/2000]',-0.005
'[05:05:23.913 01/05/2000]',0.000
'[05:05:23.917 01/05/2000]',0.005
'[05:05:23.920 01/05/2000]',0.009
'[05:05:23.923 01/05/2000]',0.012
'[05:05:23.927 01/05/2000]',0.015
'[05:05:23.930 01/05/2000]',0.019
'[05:05:23.933 01/05/2000]',0.022
'[05:05:23.937 01/05/2000]',0.024
'[05:05:23.940 01/05/2000]',0.023
'[05:05:23.943 01/05/2000]',0.018
'[05:05:23.947 01/05/2000]',0.010
'[05:05:23.950 01/05/2000]',0.001
'[05:05:23.953 01/05/2000]',-0.006
'[05:05:23.957 01/05/2000]',-0.012
'[05:05:23.960 01/05/2000]',-0.018
'[05:05:23.963 01/05/2000]',-0.025
'[05:05:23.967 01/05/2000]',-0.031
'[05:05:23.970 01/05/2000]',-0.037
'[05:05:23.973 01/05/2000]',-0.042
'[05:05:23.977 01/05/2000]',-0.045
'[05:05:23.980 01/05/2000]',-0.048
'[05:05:23.983 01/05/2000]',-0.049
'[05:05:23.987 01/05/2000]',-0.050
'[05:05:23.990 01/05/2000]',-0.049
'[05:05:23.993 01/05/2000]',-0.048
'[05:05:23.997 01/05/2000]',-0.045
'[05:05:24.000 01/05/2000]',-0.041
'[05:05:24.003 01/05/2000]',-0.035
'[05:05:24.007 01/05/2000]',-0.028
'[05:05:24.010 01/05/2000]',-0.019
'[05:05:24.013 01/05/2000]',0.012
'[05:05:24.017 01/05/2000]',0.069
'[05:05:24.020 01/05/2000]',0.151
'[05:05:24.023 01/05/2000]',0.257
'[05:05:24.027 01/05/2000]',0.382
'[05:05:24.030 01/05/2000]',0.522
'[05:05:24.033 01/05/2000]',0.663
'[05:05:24.037 01/05/2000]',0.789
'[05:05:24.040 01/05/2000]',0.872
'[05:05:24.043 01/05/2000]',0.901
'[05:05:24.047 01/05/2000]',0.880
'[05:05:24.050 01/05/2000]',0.814
'[05:05:24.053 01/05/2000]',0.666
'[05:05:24.057 01/05/2000]',0.477
'[05:05:24.060 01/05/2000]',0.275
'[05:05:24.063 01/05/2000]',0.093
'[05:05:24.067 01/05/2000]',-0.039
'[05:05:24.070 01/05/2000]',-0.081
'[05:05:24.073 01/05/2000]',-0.091
'[05:05:24.077 01/05/2000]',-0.098
'[05:05:24.080 01/05/2000]',-0.104
'[05:05:24.083 01/05/2000]',-0.109
'[05:05:24.087 01/05/2000]',-0.112
'[05:05:24.090 01/05/2000]',-0.113
'[05:05:24.093 01/05/2000]',-0.114
'[05:05:24.097 01/05/2000]',-0.114
'[05:05:24.100 01/05/2000]',-0.113
'[05:05:24.103 01/05/2000]',-0.110
'[05:05:24.107 01/05/2000]',-0.108
'[05:05:24.110 01/05/2000]',-0.103
'[05:05:24.113 01/05/2000]',-0.097
'[05:05:24.117 01/05/2000]',-0.092
'[05:05:24.120 01/05/2000]',-0.089
'[05:05:24.123 01/05/2000]',-0.087
'[05:05:24.127 01/05/2000]',-0.085
'[05:05:24.130 01/05/2000]',-0.083
'[05:05:24.133 01/05/2000]',-0.081
'[05:05:24.137 01/05/2000]',-0.079
'[05:05:24.140 01/05/2000]',-0.077
'[05:05:24.143 01/05/2000]',-0.076
'[05:05:24.147 01/05/2000]',-0.076
'[05:05:24.150 01/05/2000]',-0.075
'[05:05:24.153 01/05/2000]',-0.074
'[05:05:24.157 01/05/2000]',-0.072
'[05:05:24.160 01/05/2000]',-0.070
'[05:05:24.163 01/05/2000]',-0.068
'[05:05:24.167 01/05/2000]',-0.067
'[05:05:24.170 01/05/2000]',-0.066
'[05:05:24.173 01/05/2000]',-0.065
'[05:05:24.177 01/05/2000]',-0.064
'[05:05:24.180 01/05/2000]',-0.062
'[05:05:24.183 01/05/2000]',-0.060
'[05:05:24.187 01/05/2000]',-0.058
'[05:05:24.190 01/05/2000]',-0.056
'[05:05:24.193 01/05/2000]',-0.054
'[05:05:24.197 01/05/2000]',-0.051
'[05:05:24.200 01/05/2000]',-0.045
'[05:05:24.203 01/05/2000]',-0.038
'[05:05:24.207 01/05/2000]',-0.030
'[05:05:24.210 01/05/2000]',-0.023
'[05:05:24.213 01/05/2000]',-0.015
'[05:05:24.217 01/05/2000]',-0.007
'[05:05:24.220 01/05/2000]',0.000
'[05:05:24.223 01/05/2000]',0.008
'[05:05:24.227 01/05/2000]',0.016
'[05:05:24.230 01/05/2000]',0.024
'[05:05:24.233 01/05/2000]',0.034
'[05:05:24.237 01/05/2000]',0.043
'[05:05:24.240 01/05/2000]',0.051
'[05:05:24.243 01/05/2000]',0.056
'[05:05:24.247 01/05/2000]',0.061
'[05:05:24.250 01/05/2000]',0.066
'[05:05:24.253 01/05/2000]',0.070
'[05:05:24.257 01/05/2000]',0.074
'[05:05:24.260 01/05/2000]',0.077
'[05:05:24.263 01/05/2000]',0.079
'[05:05:24.267 01/05/2000]',0.082
'[05:05:24.270 01/05/2000]',0.084
'[05:05:24.273 01/05/2000]',0.086
'[05:05:24.277 01/05/2000]',0.087
'[05:05:24.280 01/05/2000]',0.086
'[05:05:24.283 01/05/2000]',0.084
'[05:05:24.287 01/05/2000]',0.080
'[05:05:24.290 01/05/2000]',0.076
'[05:05:24.293 01/05/2000]',0.072
'[05:05:24.297 01/05/2000]',0.067
'[05:05:24.300 01/05/2000]',0.062
'[05:05:24.303 01/05/2000]',0.056
'[05:05:24.307 01/05/2000]',0.049
'[05:05:24.310 01/05/2000]',0.041
'[05:05:24.313 01/05/2000]',0.034
'[05:05:24.317 01/05/2000]',0.023
'[05:05:24.320 01/05/2000]',0.011
'[05:05:24.323 01/05/2000]',0.001
'[05:05:24.327 01/05/2000]',-0.004
'[05:05:24.330 01/05/2000]',-0.010
'[05:05:24.333 01/05/2000]',-0.014
'[05:05:24.337 01/05/2000]',-0.016
'[05:05:24.340 01/05/2000]',-0.018
'[05:05:24.343 01/05/2000]',-0.019
'[05:05:24.347 01/05/2000]',-0.021
'[05:05:24.350 01/05/2000]',-0.022
'[05:05:24.353 01/05/2000]',-0.024
'[05:05:24.357 01/05/2000]',-0.025
'[05:05:24.360 01/05/2000]',-0.026
'[05:05:24.363 01/05/2000]',-0.027
'[05:05:24.367 01/05/2000]',-0.027
'[05:05:24.370 01/05/2000]',-0.028
'[05:05:24.373 01/05/2000]',-0.029
'[05:05:24.377 01/05/2000]',-0.030
'[05:05:24.380 01/05/2000]',-0.030
'[05:05:24.383 01/05/2000]',-0.030
'[05:05:24.387 01/05/2000]',-0.030
'[05:05:24.390 01/05/2000]',-0.029
'[05:05:24.393 01/05/2000]',-0.028
'[05:05:24.397 01/05/2000]',-0.027
'[05:05:24.400 01/05/2000]',-0.027
'[05:05:24.403 01/05/2000]',-0.026
'[05:05:24.407 01/05/2000]',-0.026
'[05:05:24.410 01/05/2000]',-0.025
'[05:05:24.413 01/05/2000]',-0.025
'[05:05:24.417 01/05/2000]',-0.024
'[05:05:24.420 01/05/2000]',-0.024
'[05:05:24.423 01/05/2000]',-0.023
'[05:05:24.427 01/05/2000]',-0.023
'[05:05:24.430 01/05/2000]',-0.022
'[05:05:24.433 01/05/2000]',-0.021
'[05:05:24.437 01/05/2000]',-0.021
'[05:05:24.440 01/05/2000]',-0.021
'[05:05:24.443 01/05/2000]',-0.020
'[05:05:24.447 01/05/2000]',-0.020
'[05:05:24.450 01/05/2000]',-0.020
'[05:05:24.453 01/05/2000]',-0.020
'[05:05:24.457 01/05/2000]',-0.020
'[05:05:24.460 01/05/2000]',-0.019
'[05:05:24.463 01/05/2000]',-0.018
'[05:05:24.467 01/05/2000]',-0.018
'[05:05:24.470 01/05/2000]',-0.017
'[05:05:24.473 01/05/2000]',-0.016
'[05:05:24.477 01/05/2000]',-0.015
